T,L,E,Ms,Cv,chi_s,U,periodica,intento
1.0,16,-199.66062857142543,0.10373604910714286,0.4809280520280197,0.8283882314253828,0.2839324265359108,False,19
0.9,16,-215.7650857142835,0.14041238839285713,0.6936371989008862,1.8783496172583616,0.24759422784649943,False,19
0.8,16,-233.80457142856764,0.20457198660714285,0.7770294483418371,3.993400166513872,0.383025629262599,False,19
0.7,16,-252.01977142855233,0.35491462053571426,0.4480821606621852,3.3745919450391835,0.6161147158631632,False,19
0.6,16,-259.91902857140656,0.4217075892857143,0.19251640841149412,0.354312818877555,0.6608242284594625,False,19
1.4,16,-167.33474285714342,0.06522209821428572,0.2010552883954709,0.2234098895317054,0.3002534988267428,False,20
1.3,16,-173.2152571428556,0.06961662946428572,0.24628649703386923,0.26555926161450133,0.3206237804799913,False,20
1.2,16,-180.46622857142793,0.07632310267857143,0.30436613980120186,0.36207659432132244,0.2931929092231469,False,20
1.1,16,-188.5434285714277,0.08483984375,0.34509046529766807,0.49896422128652557,0.2931837892973921,False,20
1.0,16,-199.42462857142766,0.10551618303571429,0.47483316631380035,0.8261093570631375,0.30748812964845196,False,20
0.9,16,-213.36994285714286,0.13285993303571428,0.7010937472285607,1.5734771626098365,0.26644168669608415,False,20
0.8,16,-233.22365714285522,0.20186551339285713,0.77801499928265,3.778763447763871,0.3791624147381495,False,20
0.7,16,-250.4905714285508,0.3061908482142857,0.4847343496199218,5.8142085418185125,0.5464671060145219,False,20
0.6,16,-259.7948571428378,0.4204955357142857,0.20242034793069605,0.3800437414966022,0.6604704284258115,False,20
1.4,16,-167.5460571428565,0.06501674107142857,0.2203905199916679,0.22523368599672,0.28944745964670604,False,21
1.3,16,-173.6102285714295,0.06970535714285714,0.25317204262015813,0.27449300039246477,0.30006557543393186,False,21
1.2,16,-180.6155999999991,0.07745200892857143,0.2985184370659866,0.37309255181760204,0.30170262714680207,False,21
1.1,16,-188.48125714285774,0.08577008928571428,0.3529940326783549,0.5051984288033398,0.291425235334583,False,21
1.0,16,-199.79982857142699,0.10427120535714286,0.48796464274232676,0.8128069741709183,0.29919687510682125,False,21
0.9,16,-214.54897142857067,0.14128348214285713,0.6776576365425233,1.6176941255668946,0.31593057376468314,False,21
